485435;509007;2;485435
486379;1792649;2;486379
486657;509120;2;486657
487084;1884795;2;487084
487116;1227394;2;487116
488194;504316;2;488194
488684;1816369;2;488684
490885;1968812;4;73402
492129;517000;2;492129
492821;1033179;2;492821
493537;1484962;2;493537
496318;502498;3;496318
496689;1229494;4;496689
498500;1483875;2;498500
498543;1153110;2;498543
498554;503479;2;498554
498589;1204508;2;498589
499060;504033;2;499060
500459;1124488;2;500459
501434;1153607;3;501434
502173;508371;2;502173
502757;1106313;3;502757
502830;1268265;2;502830
502856;548512;2;502856
503192;509444;2;503192
503210;519174;2;503210
503321;521749;2;503321
503955;1232249;12;99905
504253;1093851;2;504253
506533;1903650;2;506533
507384;995644;2;507384
508005;570709;2;508005
508282;516812;2;508282
510520;1155510;2;510520
511294;2004211;5;83652
511751;1869732;2;511751
513205;1919606;2;513205
514115;1341640;2;514115
514404;557807;2;514404
515304;1137079;2;515304
515548;1498147;2;515548
516074;1923161;3;516074
516799;1085344;2;516799
518989;1504387;5;518989
519489;691119;2;519489
519732;1250305;3;519732
520364;1203272;2;520364
521055;1149561;2;521055
522279;674643;3;469400
522620;1492347;2;522620
522811;530932;3;518273
522922;1238117;3;522922
523012;1187069;2;523012
523198;530973;2;523198
527700;544358;2;527700
527979;1257338;2;527979
529419;1905732;2;529419
530901;1782726;2;530901
530948;549270;2;530948
531594;1925925;2;531594
532351;1912071;3;532351
532391;1194496;2;532391
532453;702419;2;532453
533955;1062782;4;235973
537377;1253664;3;506138
538739;2088000;2;538739
538808;1264014;2;538808
539845;1492179;2;539845
539858;1198212;3;539858
540610;569805;4;502398
541110;552503;3;541110
541223;1989183;8;339792
541530;1121157;4;541530
542484;2175361;9;79016
544303;1908425;2;544303
544569;560773;2;544569
548060;1342364;2;548060
549444;2055031;2;549444
550161;1536630;2;550161
550231;564846;2;550231
550248;571194;3;538620
550511;1989718;5;550511
551098;1238150;2;551098
557744;1960964;3;557744
559206;1237871;2;559206
560639;570478;4;560639
560639;1142512;4;560639
561493;1504769;4;387435
561645;1291330;2;561645
562458;1231357;5;562458
563865;1293917;2;563865
564475;577007;3;564475
566775;1382896;4;566775
568436;575666;3;568436
569343;1211175;4;539959
569354;1327087;3;569354
571369;1876443;12;460573
573842;2076990;4;573842
576031;581448;4;576031
577256;1392148;2;577256
579788;1431456;3;579788
584552;785256;2;584552
587468;721428;2;587468
587667;1654826;4;587667
599714;751197;9;599714
599898;605273;2;599898
603183;864077;3;603183
604792;608983;2;604792
605136;611086;2;605136
606023;611954;2;606023
608068;617899;3;608068
608440;611481;3;608437
608952;1525616;2;608952
609325;614560;2;609325
609512;917161;4;609512
609622;653207;2;609622
609758;611025;2;609758
609850;615235;2;609850
609966;612593;2;609966
610566;2123591;3;23397
611073;622550;5;170926
614817;624288;6;614817
615587;618012;2;615587
615645;1747889;2;615645
616169;619181;2;616169
617788;1735647;2;617788
618284;1458476;2;618284
618613;620758;2;618613
619268;621384;3;605177
620214;624285;2;620214
620686;631981;2;620686
621246;637018;3;621246
622221;2015914;6;323631
624088;640878;3;624088
624795;629277;3;618038
624851;639654;3;624851
625574;1806988;5;625574
625930;978889;3;625930
627254;632021;3;37186
629313;947635;2;629313
629476;637206;3;33966
629845;636270;2;629845
630132;1812234;2;630132
631747;1769645;5;631747
632589;961912;2;632589
635686;1762487;2;635686
636717;640617;2;636717
637691;1062524;2;637691
637840;1103546;2;637840
639190;1052336;3;639190
641858;1473197;2;641858
641920;1914945;2;641920
641975;668103;2;641975
642528;1162134;2;642528
642859;652937;2;642859
643805;689998;2;643805
645228;664028;2;645228
645419;1852288;2;645419
645662;1788460;2;645662
646351;1077036;27;37890
647150;649126;2;647150
648341;1033049;3;647404
648374;1812109;7;648374
648434;667329;2;648434
648902;656491;2;648902
649155;1909671;3;649155
649583;672376;3;70876
650085;1758039;2;650085
651117;1806448;4;651117
652078;1093548;2;652078
652240;664650;2;652240
652475;1119281;2;652475
653056;687744;2;653056
653662;1062629;2;653662
654355;665652;4;654355
654778;1764434;2;654778
654808;1817067;2;654808
655712;1225034;3;655712
656889;687746;3;656889
657232;2148783;2;657232
657984;658986;2;657984
658523;2154533;2;658523
658587;669440;2;658587
658845;1892837;3;658845
658856;1773959;3;658856
659553;1961408;2;659553
660288;672399;2;660288
661609;666164;2;661609
662021;1776783;4;44888
662199;667866;2;662199
662470;1946190;3;662470
663187;1173773;2;663187
663579;680329;3;663579
664164;679888;3;664164
664190;693948;3;664190
664659;1101360;2;664659
664680;690042;2;664680
665278;675950;2;665278
665411;1846459;2;665411
665652;687119;4;654355
666124;683422;2;666124
666938;1914302;2;666938
667519;708242;5;667519
667865;1127896;3;383784
667875;1989311;3;667875
668087;1007840;3;668087
668412;1949272;3;668412
669122;704630;2;669122
670688;1947512;4;670688
671102;1935175;2;671102
671174;687690;2;671174
671553;673382;2;671553
671872;1825446;2;671872
671969;687707;2;671969
672157;685352;2;672157
672774;678229;2;672774
672936;685446;2;672936
673530;1201569;2;673530
673922;1107660;6;97703
674774;1076754;2;674774
674801;1788475;4;674801
675367;682428;2;675367
675448;1135623;2;675448
675513;1057018;2;675513
677253;689378;2;677253
677601;712845;5;677600
677601;1502334;5;677600
678541;681950;2;678541
678764;1946830;4;678764
678859;1857445;2;678859
679997;1828402;2;679997
680327;690934;2;680327
680678;689143;2;680678
681342;2147448;3;681342
682552;1117704;2;682552
682647;1762139;3;682647
682669;1951490;2;682669
683917;1022203;2;683917
684288;1870553;2;684288
684583;687929;2;684583
684968;1888031;2;684968
685270;1852586;7;675685
685902;2008974;2;685902
686801;1852552;4;454259
687429;1926519;2;687429
687674;699385;2;687674
687809;1530308;4;521360
689284;1048479;3;689284
689412;1022119;3;670417
689623;1931169;9;667904
690476;1253635;2;690476
690552;1260543;3;53211
690622;1923582;2;690622
690719;705066;2;690719
690918;694396;9;50524
691469;696915;3;691469
691579;1877766;3;691579
691880;1338750;3;691880
692163;1889362;5;692163
692163;2053356;5;692163
692786;704575;3;88654
693407;702465;2;693407
693933;702821;2;693933
694053;701064;2;694053
694061;700726;2;694061
694367;2002109;5;54094
694707;1192093;2;694707
695126;1206608;2;695126
695220;2082813;2;695220
695261;1348878;3;695261
695274;1998834;2;695274
695641;1859133;4;229206
695712;696370;4;97228
696036;1231255;2;696036
697743;1895295;2;697743
702567;707758;2;702567
703361;2074176;3;703361
703688;1995253;4;89164
704883;1197813;3;704883
704883;1231441;3;704883
704948;1279771;4;90614
705914;1942534;2;705914
708615;715347;3;696817
709070;1384067;5;696190
709130;1915474;2;709130
710029;1877252;3;710029
710968;1958876;2;710968
711158;711194;21;588432
711754;715989;3;711754
711756;1385512;2;711756
712309;1381571;2;712309
713057;1339282;3;713057
713581;2044495;2;713581
714625;2076234;2;714625
715666;1541374;2;715666
716744;719576;2;716744
718318;2058287;2;718318
718383;1817737;10;183220
719654;2078239;4;327986
719675;1320429;5;398730
719815;1433031;3;719815
720176;1346141;2;720176
721007;1391220;6;721007
721230;1334354;38;106474
721695;2053030;2;721695
722305;2103258;2;722305
723167;1402766;2;723167
724228;726496;2;724228
726900;1410027;4;591331
728427;1295291;13;728427
728772;1549647;2;728772
730212;1373933;2;730212
736314;809328;2;736314
737085;1555105;2;737085
738677;1563762;2;738677
738803;1348938;3;738803
738918;1139660;5;94247
739157;1572696;3;739157
740542;1569465;2;740542
741798;2033932;3;741798
742036;1575064;2;742036
742326;769675;2;742326
744019;1560069;2;744019
745515;2085359;2;745515
745597;2176531;2;745597
746665;1424205;2;746665
747204;1315497;9;599714
747365;775757;2;747365
747594;1388227;3;747594
752943;1395719;2;752943
755176;851499;6;755176
756611;1403261;2;756611
765368;1606928;2;765368
766861;821319;3;412699
771185;1431831;2;771185
772171;1565323;2;772171
778286;2094681;2;778286
788253;876525;3;788253
789043;2046668;6;789043
789213;1404305;4;397841
789316;1591035;2;789316
795271;2065700;2;795271
804660;837962;3;804660
809655;1582027;4;122679
815510;854312;2;815510
818632;1596200;3;818632
819264;882483;2;819264
821234;842418;2;821234
833528;839481;2;833528
834974;860819;2;834974
836181;946683;2;836181
842259;1557885;5;842259
848599;884623;9;599714
851786;895350;2;851786
854340;1643913;3;854340
856946;876350;4;797412
858799;893603;2;858799
861199;1645268;2;861199
879065;1415016;3;879065
882630;1454097;2;882630
883647;1623254;2;883647
885012;1664155;2;885012
886050;1665103;3;886050
886308;1652300;2;886308
887051;1641493;2;887051
889541;1705105;2;889541
892799;926862;2;892799
892990;925056;2;892990
895716;1728116;3;895716
899291;951014;2;899291
901705;1443508;2;901705
901934;2101348;6;18085
906822;922440;2;906822
926028;1025489;3;926028
927216;949756;2;927216
928964;1525849;2;928964
929062;1683876;2;929062
929407;1676892;2;929407
935691;970544;2;935691
936889;1706977;2;936889
938190;1459390;2;938190
939179;1703597;2;939179
940063;1721763;2;940063
940127;958432;2;940127
942884;1689962;2;942884
945900;1457329;2;945900
946126;982060;2;946126
947559;1707692;3;947559
949924;1737018;2;949924
951898;1775322;4;951898
957803;1749423;2;957803
958852;1009224;3;958852
960563;1045504;3;960563
962153;1697463;2;962153
962166;1018678;2;962166
962403;1728383;2;962403
963876;1466687;2;963876
966681;1011028;2;966681
968453;1752165;2;968453
970593;972915;3;970593
973633;1464171;2;973633
977476;1471740;2;977476
977806;1022647;2;977806
977883;1741119;2;977883
979745;2137165;2;979745
980662;1630830;2;980662
984959;1717853;2;984959
988184;1021079;2;988184
990271;1774755;2;990271
990476;1760087;3;990476
990781;1908905;2;990781
990886;1740464;2;990886
992756;1082655;2;992756
993279;1753226;2;993279
994892;1468758;2;994892
995860;1136966;3;995860
997984;1066929;2;997984
998060;1030108;2;998060
1001055;1027685;5;1001055
1001312;1001443;2;1001312
1002303;1731158;2;1002303
1003208;1835192;4;1000655
1003341;1762766;2;1003341
1004641;1004905;2;1004641
1005653;1473826;2;1005653
1005798;1051570;3;73879
1006058;1796309;2;1006058
1006199;1011401;3;1006199
1007658;1146206;2;1007658
1007810;1765076;2;1007810
1007974;1925806;3;1007974
1008316;1021834;3;1008316
1009377;1049021;5;1009377
1010038;2138200;2;1010038
1011342;1024449;2;1011342
1011984;1066461;3;1011984
1013503;1803659;4;1013503
1013553;1788184;3;977032
1014365;1028042;7;7073
1014461;1068170;2;1014461
1015563;1053241;2;1015563
1016366;1877730;3;1016366
1016430;1738602;2;1016430
1016432;1758706;3;636523
1016886;1091784;5;1001055
1017080;1033865;2;1017080
1018509;1868011;2;1018509
1022451;1767507;2;1022451
1022612;1778661;2;1022612
1023284;1779722;2;1023284
1023347;1055524;4;1023347
1024304;1776086;2;1024304
1024822;1084314;2;1024822
1026067;1072211;2;1026067
1026409;1872828;2;1026409
1026723;1084232;2;1026723
1026845;1053725;2;1026845
1028981;1755563;2;1028981
1029218;1166970;2;1029218
1029350;1722972;2;1029350
1029780;1784980;2;1029780
1032614;1466169;4;1032614
1035402;1711225;4;376772
1036070;1865202;3;85288
1036481;1898671;3;480830
1036869;1119541;2;1036869
1038209;1173511;5;1038209
1041094;1050020;2;1041094
1042447;1847245;2;1042447
1043678;1466103;2;1043678
1043879;1103318;2;1043879
1044849;1864303;2;1044849
1047205;1103580;2;1047205
1047364;1128542;6;379718
1048129;1814846;2;1048129
1048146;1840769;2;1048146
1048431;1781089;2;1048431
1050190;1166785;3;1050190
1050672;1072839;2;1050672
1051829;1798936;2;1051829
1053375;1840698;2;1053375
1053497;1536500;2;1053497
1053623;1831385;2;1053623
1054037;1929794;3;1054037
1055237;1101724;3;1055237
1056589;1062838;2;1056589
1056745;1069483;2;1056745
1056857;1745428;2;1056857
1056946;1806076;2;1056946
1057127;1063459;2;1057127
1057517;1737275;2;1057517
1057775;1965443;3;1057775
1058166;1737480;5;1058166
1059150;1869359;2;1059150
1059509;1845316;2;1059509
1059754;1826405;5;499214
1059878;1864242;2;1059878
1059988;1846400;2;1059988
1060087;1974428;2;1060087
1060563;1841309;2;1060563
1060609;1111357;6;660753
1062669;1914488;2;1062669
1062687;1117303;2;1062687
1062782;1234389;4;235973
1062915;1086329;3;74288
1063351;1167810;2;1063351
1063372;1853386;3;1061558
1064622;1750431;3;1064622
1066167;2076874;5;1066167
1066353;1855108;2;1066353
1066365;1858147;3;1066365
1066461;1797755;3;1011984
1066528;1868124;4;65077
1066801;1976499;2;1066801
1067487;1835175;2;1067487
1069783;1849467;4;1069783
1070033;1803659;4;1013503
1070055;2050297;4;1065951
1070344;1115439;2;1070344
1070809;1967870;4;1070809
1071567;1745036;2;1071567
1073188;1486141;2;1073188
1073611;1143940;5;1056099
1075446;1482008;2;1075446
1075662;1099655;3;1075662
1075704;1128299;4;1075704
1075704;1278669;4;1075704
1075717;1860817;2;1075717
1076179;1803312;3;1076179
1076332;1764267;2;1076332
1076687;1195522;9;1076687
1077398;1144330;12;372090
1077587;1853476;2;1077587
1078700;1854598;6;1072675
1079166;1131721;2;1079166
1080436;1883423;4;1011961
1080465;1125866;4;688654
1082042;1830626;2;1082042
1086339;1824752;3;1086339
1086523;1488661;2;1086523
1087000;1801129;2;1087000
1087137;1852787;2;1087137
1087566;1469756;2;1087566
1089354;1899686;2;1089354
1089627;1478647;2;1089627
1089732;1470428;3;380960
1090496;1783373;3;1090496
1091020;1091031;2;1091020
1093477;1154408;2;1093477
1096037;1831044;3;1096037
1096615;1121456;4;693963
1097416;1926705;3;1097416
1097460;1776276;3;1097460
1097720;1481297;2;1097720
1099419;1860199;2;1099419
1099480;1810974;2;1099480
1099919;1500663;2;1099919
1100386;1805708;2;1100386
1100759;1376471;4;1100759
1100957;1111732;9;1076687
1100957;1927100;9;1076687
1100957;2053389;9;1076687
1102641;1807829;2;1102641
1103094;1220326;2;1103094
1103726;1787910;2;1103726
1105795;1123440;2;1105795
1106563;1770636;2;1106563
1107571;1488183;3;1107571
1107938;1107961;2;1107938
1108295;1182435;2;1108295
1110138;1110151;2;1110138
1110389;1152867;2;1110389
1111982;1226095;3;1111982
1112391;1752595;2;1112391
1113165;1936597;4;1113165
1114112;1314546;3;1114112
1114986;1194760;3;717992
1115117;1472000;4;379519
1115245;1279982;3;1115245
1116792;1215149;4;76518
1116997;1928447;4;1109723
1117260;1963550;4;1117260
1117946;1861302;2;1117946
1118897;1492990;7;202289
1118897;1499529;7;202289
1120202;1893459;3;1120202
1121065;1920180;2;1121065
1121548;1915978;2;1121548
1123835;1768092;3;1123835
1124666;1184143;5;1038209
1125040;1139348;2;1125040
1125059;1136706;3;1125059
1125151;1882668;5;1056971
1125197;1492860;3;1125197
1125495;1475084;2;1125495
1128135;1914422;2;1128135
1128200;1128712;2;1128200
1128552;1992367;4;1128552
1128593;1135490;2;1128593
1128863;1870812;2;1128863
1129372;1482272;2;1129372
1129375;1218354;4;1114586
1129560;1915796;2;1129560
1129656;1496481;2;1129656
1130799;1884358;2;1130799
1132155;1508368;3;1132155
1132269;1873649;2;1132269
1132351;1238017;2;1132351
1132518;1205239;3;1132518
1133922;1298273;4;643176
1134969;2048010;3;1134969
1135538;1140292;3;1135538
1138556;1206981;2;1138556
1139086;1809023;5;622928
1139104;1896778;2;1139104
1140183;1538398;2;1140183
1141673;1878551;2;1141673
1141940;1159657;5;1141940
1142901;1969733;2;1142901
1142925;1900336;2;1142925
1145448;1991636;4;1145448
1145586;1914159;2;1145586
1146179;1234063;2;1146179
1146259;1177866;2;1146259
1147142;1918666;3;1147142
1147192;1938166;2;1147192
1148723;1845116;3;1148723
1149392;1919841;2;1149392
1149672;1860560;2;1149672
1150336;1843691;2;1150336
1152095;1802728;2;1152095
1152869;1971675;6;379718
1153725;1532103;2;1153725
1154006;1254910;4;1154006
1157574;1977572;2;1157574
1159440;1169917;2;1159440
1159608;1213874;2;1159608
1160485;1945790;2;1160485
1162550;1830378;2;1162550
1163248;1920536;2;1163248
1163321;1896929;2;1163321
1163657;1493698;2;1163657
1163798;1170496;2;1163798
1163954;1323446;4;389887
1164168;1867869;2;1164168
1164246;1844061;3;1164246
1165949;1890300;2;1165949
